Interaction	COE	PWM	CLUSTER	DH	CNS	ChIP	GENIE3	KNN	Class
AT5G15850_AT5G47220	0	0	0	0	0	0	0	0	1
AT5G15850_AT5G51920	0	0	0	0	0	0	0	0	0
AT5G16560_AT1G03850	0	0	0	0	0	0	0	0	0
AT5G16560_AT1G13830	0	5.48	3.23	632	0	0	0	0	0
AT5G16560_AT1G21910	0	5.21	1.95	0	0	0	0	0	0
AT5G16560_AT1G28330	0	5.22	2.28	0	0	0	0	0	0
AT5G16560_AT1G56250	0	5.03	1.82	0	0	0	0.0103373009150164	0	0
AT5G16560_AT1G65620	0	0	0	0	0	0	0	0	1
AT5G16560_AT1G68380	0	5.81	2.3	0	0	0	0	0	0
AT5G16560_AT1G73590	0	0	0	0	0	0	0	0	1
AT5G16560_AT1G75100	0	0	0	0	0	0	0	0	0
AT5G16560_AT1G78850	0	0	0	0	0	0	0	0	0
AT5G16560_AT1G80130	0	0	0	0	0	0	0	0	0
AT5G16560_AT2G30570	0	0	0	0	0	0	0	0	0
AT5G16560_AT2G41670	0	0	0	0	0	0	0	0	0
AT5G16560_AT2G43400	0	0	0	0	0	0	0	0	0
AT5G16560_AT3G04460	0	0	0	0	0	0	0	0	0
AT5G16560_AT3G04620	0	0	0	0	0	0	0	0	0
AT5G16560_AT3G05690	0	0	0	0	0	0	0	0	0
AT5G16560_AT3G14090	0	0	0	0	0	0	0	0	0
AT5G16560_AT3G14440	0	5.21	2.69	3539	0	0	0	0	0
AT5G16560_AT3G16150	0	0	0	0	0	0	0	0	0
AT5G16560_AT3G17205	0	0	0	0	0	0	0	0	0
AT5G16560_AT3G17680	0	5.36	3.27	0	0	0	0	0	0
AT5G16560_AT3G17700	0	5.37	2.02	0	0	0	0	0	0
AT5G16560_AT3G42790	0	5.12	4.94	0	4	0	0	0	0
AT5G16560_AT3G43910	0	0	0	0	0	0	0	0	0
AT5G16560_AT3G44100	0	7.54	3.49	0	4	0	0	0	0
AT5G16560_AT3G49940	0	5.11	1.59	0	0	0	0	0	0
AT5G16560_AT3G58190	0	0	0	0	0	0	0	0	0
AT5G16560_AT3G60550	0	5.26	2.11	0	0	0	0	0	0
AT5G16560_AT4G15160	0	0	0	0	0	0	0	0	0
AT5G16560_AT4G17090	0	0	0	0	0	0	0.00829534361268124	0	0
AT5G16560_AT4G20370	0	0	0	0	0	0	0	0	0
AT5G16560_AT4G34410	0	0	0	0	0	0	0	0	0
AT5G16560_AT4G35690	0	0	0	0	0	0	0	0	0
AT5G16560_AT4G36880	0	0	0	0	0	0	0	0	0
AT5G16560_AT4G38600	0	0	0	0	0	0	0	0	0
AT5G16560_AT5G05090	0	0	0	0	0	0	0	0	0
AT5G16560_AT5G18670	0	0	0	0	0	0	0	0	0
AT5G16560_AT5G51900	0	0	0	0	0	0	0	0	0
AT5G16560_AT5G56220	0	0	0	0	0	0	0	0	0
AT5G16560_AT5G63420	0	0	0	0	0	0	0	0	0
AT5G16560_AT5G64110	0	0	0	0	0	0	0	0	0
AT5G16820_AT1G07890	0	5.15	3.97	0	0	0	0	4.5155876858286	1
AT5G16820_AT1G13360	0	5.43	2.38	2059	0	0	0	0	0
AT5G16820_AT1G15380	0	5.61	2.68	0	0	0	0	0	0
AT5G16820_AT1G20630	0	5.75	2.63	919	0	0	0	0	0
AT5G16820_AT1G28310	0	0	0	0	0	0	0	0	0
AT5G16820_AT1G28560	0	6.82	2.98	0	0	0	0	0	0
AT5G16820_AT1G28630	0	6.82	3.29	0	0	0	0	0	0
AT5G16820_AT1G52880	0	5.37	1.9	0	0	0	0	0	0
AT5G16820_AT1G56600	0	5.61	3.91	4879	6	0	0	0	1
AT5G16820_AT1G68840	0	6.52	2.77	0	0	0	0	0	0
AT5G16820_AT1G78830	0	5.38	1.61	0	0	0	0	0	0
AT5G16820_AT2G15560	0	5.12	3.17	0	0	0	0	0	0
AT5G16820_AT2G15570	0	5.23	2.08	0	0	0	0	0	0
AT5G16820_AT2G21120	0	6.09	1.93	0	0	0	0	0	0
AT5G16820_AT2G21130	0	6.09	1.93	0	0	0	0	0	0
AT5G16820_AT2G22240	0	6.09	2.48	0	0	0	0	0	1
AT5G16820_AT2G24290	0	5.65	1.89	0	0	0	0	0	0
AT5G16820_AT2G28620	0	5.44	2.19	0	0	0	0.00544336436764165	0	0
AT5G16820_AT2G34655	0	0	0	0	0	0	0	0	0
AT5G16820_AT2G47180	0	6.41	2.92	1107	0	0	0	0	1
AT5G16820_AT3G09640	0	6.34	3.25	488	7	0	0	0	1
AT5G16820_AT3G14690	0	0	0	0	0	0	0	0	0
AT5G16820_AT3G22142	0	5.61	2.47	0	0	0	0	0	0
AT5G16820_AT3G46010	0	6	2.38	0	0	0	0	0	0
AT5G16820_AT3G57540	0	5.57	1.84	0	0	0	0	0	0
AT5G16820_AT4G01330	0	0	0	0	0	0	0	0	0
AT5G16820_AT4G15440	0	5.96	2.23	872	0	0	0	0	0
AT5G16820_AT4G29190	0.590622	0	0	0	0	0	0.0165096051755537	0	0
AT5G16820_AT5G04190	0	5.43	1.53	0	0	0	0	0	0
AT5G16820_AT5G06850	0	5.31	3.14	0	0	0	0	0	0
AT5G16820_AT5G07020	0	5.21	1.43	0	0	0	0	0	0
AT5G16820_AT5G12030	0	6.02	4.71	0	10	0	0	4.5155876858286	1
AT5G16820_AT5G13790	0	0	0	0	0	0	0	0	0
AT5G16820_AT5G26570	0	5.48	1.4	0	0	0	0.0209175741101266	0	0
AT5G16820_AT5G45940	0	0	0	0	0	0	0	0	0
AT5G16820_AT5G48930	0	5.4	1.92	1062	0	0	0	0	0
AT5G16820_AT5G49700	0	6.74	3.83	1535	0	0	0	0	0
AT5G16820_AT5G60720	0	6	2.99	0	0	0	0	0	0
AT5G16820_AT5G65165	0	0	0	0	0	0	0	0	0
AT5G17300_AT1G01480	0	5.07	2.07	0	0	0	0	0	0
AT5G17300_AT1G03710	0	0	0	0	0	0	0	0	0
AT5G17300_AT1G08390	0	5.03	1.13	0	0	0	0	0	0
AT5G17300_AT1G08980	0	0	0	0	0	0	0	0	0
AT5G17300_AT1G17750	0	5.38	2.25	0	0	0	0	0	0
AT5G17300_AT1G23460	0	0	0	0	0	0	0	0	0
AT5G17300_AT1G24600	0	5.25	1.73	0	0	0	0	0	0
AT5G17300_AT1G36936	0	5.91	4.27	0	0	0	0	0	0
AT5G17300_AT1G56260	0	5.53	1.95	1113	0	0	0	0	0
AT5G17300_AT1G58180	0	6.82	3.52	0	0	0	0	0	0
AT5G17300_AT1G72510	0	0	0	0	0	0	0	0	0
AT5G17300_AT1G77630	0	0	0	0	0	0	0	0	0
AT5G17300_AT1G77650	0	5.86	2.67	0	0	0	0	0	0
AT5G17300_AT1G80350	0	5.05	3.42	0	0	0	0	0	0
AT5G17300_AT2G01420	0	0	0	0	0	0	0	0	0
AT5G17300_AT2G15050	0	5.25	1.56	0	0	0	0	0	0
AT5G17300_AT2G17750	0	5.06	1.75	0	0	0	0	0	0
AT5G17300_AT2G23550	0	5.02	1.16	0	0	0	0	0	0
AT5G17300_AT2G23580	0	0	0	0	0	0	0	0	0
AT5G17300_AT2G40750	0	5.21	1.21	0	0	0	0	0	0
AT5G17300_AT2G43240	0	5.02	1.63	0	0	0	0	0	0
AT5G17300_AT3G13220	0	0	0	0	0	0	0	0	0
AT5G17300_AT3G15210	0	0	0	0	0	0	0	0	0
AT5G17300_AT3G27390	0	5.29	1.69	458	0	0	0	0	0
AT5G17300_AT3G50390	0	0	0	0	0	0	0	0	0
AT5G17300_AT3G57050	0	5.79	2.51	0	0	0	0	0	0
AT5G17300_AT3G57880	0	5.15	4.81	0	6	0	0	0	0
AT5G17300_AT3G62090	0	5.26	3.73	0	0	0	0	0	0
AT5G17300_AT4G01480	0	5.5	1.64	0	0	0	0	0	0
AT5G17300_AT4G05030	0	5.36	2.38	0	0	0	0	0	0
AT5G17300_AT4G16160	0	0	0	0	0	0	0	0	0
AT5G17300_AT4G20040	0	0	0	0	0	0	0	0	0
AT5G17300_AT4G28600	0	6.03	1.98	0	0	0	0	0	0
AT5G17300_AT4G28720	0	5.17	2.11	80	0	0	0	0	1
AT5G17300_AT4G33450	0	0	0	0	0	0	0	0	0
AT5G17300_AT4G34000	0	5.25	1.69	0	0	0	0	0	0
AT5G17300_AT4G34160	0	5.79	3.75	234	0	0	0	0	0
AT5G17300_AT5G13930	0	0	0	0	0	0	0	0	0
AT5G17300_AT5G19180	0	5.27	1.37	0	0	0	0	0	0
AT5G17300_AT5G53210	0	5.17	2.89	0	0	0	0	0	0
AT5G17300_AT5G60400	0	0	0	0	0	0	0	0	0
AT5G17300_AT5G65460	0	5.66	2.18	658	0	0	0	0	0
AT5G17430_AT1G07520	0	0	0	0	0	0	0	0	0
AT5G17430_AT1G21460	0	0	0	0	0	0	0	0	0
AT5G17430_AT1G47990	0	0	0	0	0	0	0	0	0
AT5G17430_AT2G18410	0	0	0	0	0	0	0	0	0
AT5G17430_AT2G19120	0	0	0	0	0	0	0	0	0
AT5G17430_AT2G23460	0	0	0	0	0	0	0	0	0
AT5G17430_AT2G28520	0	0	0	0	0	0	0	0	0
AT5G17430_AT2G29080	0	0	0	0	0	0	0	0	0
AT5G17430_AT2G33500	0	0	0	0	0	0	0	0	0
AT5G17430_AT2G36570	0	0	0	0	0	0	0	0	0
AT5G17430_AT2G43590	0	0	0	0	0	0	0	0	0
AT5G17430_AT3G16580	0	0	0	0	0	0	0	0	0
AT5G17430_AT3G18500	0.67935	0	0	0	0	0	0	0	0
AT5G17430_AT3G26710	0	0	0	0	0	0	0	0	0
AT5G17430_AT3G44750	0	0	0	0	0	0	0	0	1
AT5G17430_AT4G16820	0	0	0	0	0	0	0	0	0
AT5G17430_AT4G23240	0.681653	0	0	0	0	0	0.00890813847737058	0	0
AT5G17430_AT4G27230	0	0	0	0	0	0	0	0	0
AT5G17430_AT4G27740	0	0	0	0	0	0	0	0	0
AT5G17430_AT4G31490	0	0	0	0	0	0	0	0	0
AT5G17430_AT4G36925	0	0	0	0	0	0	0	0	0
AT5G17430_AT5G03740	0	0	0	0	0	0	0	0	1
AT5G17430_AT5G04230	0.642376	0	0	0	0	0	0.00814747211463785	0	0
AT5G17430_AT5G15410	0	0	0	0	0	0	0	0	0
AT5G17430_AT5G22650	0	0	0	0	0	0	0	0	1
AT5G17430_AT5G24355	0	0	0	0	0	0	0	0	0
AT5G17430_AT5G43780	0	0	0	0	0	0	0	0	0
AT5G17430_AT5G47390	0	0	0	0	0	0	0	0	0
AT5G17430_AT5G49290	0	0	0	0	0	0	0	0	0
AT5G17430_AT5G49480	0	0	0	0	0	0	0	0	0
AT5G17430_AT5G52300	0	0	0	0	0	0	0	0	0
AT5G17430_AT5G56160	0	0	0	0	0	0	0	0	0
AT5G17430_AT5G57590	0	0	0	0	0	0	0	0	0
AT5G17430_AT5G67070	0	0	0	0	0	0	0	0	0
AT5G17800_AT1G17147	0	7.07	4.57	734	0	0	0	0	0
AT5G17800_AT1G21450	0	0	0	0	0	0	0	0	0
AT5G17800_AT1G35515	0	6.25	3.1	0	0	0	0	0	0
AT5G17800_AT2G02050	0	0	0	0	0	0	0	0	0
AT5G17800_AT2G14620	0	0	0	0	0	0	0	0	0
AT5G17800_AT2G29080	0	0	0	0	0	0	0	0	0
AT5G17800_AT2G30490	0	0	0	0	0	0	0	0	1
AT5G17800_AT2G35900	0	5.53	1.43	509	0	0	0	0	0
AT5G17800_AT2G37040	0	6.75	4.47	1774	0	0	0	0	0
AT5G17800_AT2G38960	0	0	0	0	0	0	0	0	0
AT5G17800_AT2G45300	0	0	0	0	0	0	0	0	0
AT5G17800_AT3G16860	0	0	0	0	0	0	0	0	0
AT5G17800_AT3G22133	0	0	0	0	0	0	0	0	0
AT5G17800_AT3G27380	0	0	0	0	0	0	0	0	0
AT5G17800_AT3G50220	0	5.12	2.6	12	0	0	0	0	0
AT5G17800_AT3G52190	0	5.52	2.62	0	0	0	0	0	0
AT5G17800_AT3G54340	0	0	0	0	0	0	0.0190956459332922	0	0
AT5G17800_AT3G56120	0	5.75	3	0	0	0	0	0	0
AT5G17800_AT3G62020	0	0	0	0	0	0	0	0	1
AT5G17800_AT4G14130	0	5.32	1.26	946	0	0	0.00777427318441812	0	0
AT5G17800_AT4G16280	0	5.49	1.55	0	0	0	0	0	0
AT5G17800_AT4G28370	0	0	0	0	0	0	0	0	1
AT5G17800_AT4G31510	0	0	0	0	0	0	0	0	0
AT5G17800_AT4G34940	0	0	0	0	0	0	0	0	0
AT5G17800_AT4G36760	0	0	0	0	0	0	0.00925306583264631	0	0
AT5G17800_AT4G39260	0	0	0	0	0	0	0	0	0
AT5G17800_AT5G01600	0	0	0	0	0	0	0	0	0
AT5G17800_AT5G06350	0	0	0	0	0	0	0	0	0
AT5G17800_AT5G10870	0	0	0	0	0	0	0	0	0
AT5G17800_AT5G19940	0	0	0	0	0	0	0.00750990674416777	0	0
AT5G17800_AT5G24130	0	0	0	0	0	0	0	0	0
AT5G17800_AT5G27895	0	0	0	0	0	0	0	0	0
AT5G17800_AT5G56210	0	5.09	2.34	0	0	0	0	0	0
AT5G17800_AT5G58080	0	0	0	0	0	0	0	0	0
AT5G17800_AT5G59030	0	5.21	1.26	0	0	0	0.00546930467537714	0	0
AT5G18270_AT1G01183	0	6.43	2.89	0	0	0	0	0	0
AT5G18270_AT1G05770	0	7.28	3.29	0	0	0	0	0	0
AT5G18270_AT1G23390	0	5.82	2.6	1675	0	0	0.00560322015130069	0	0
AT5G18270_AT1G49760	0	5.16	1.68	0	0	0	0	0	0
AT5G18270_AT1G51680	0	5.83	1.88	2091	0	0	0	0	1
AT5G18270_AT1G72620	0	6.82	3.42	1939	0	0	0	0	0
AT5G18270_AT1G76590	0	5.39	2.7	0	0	0	0	0	0
AT5G18270_AT1G79640	0	5.49	1.87	0	0	0	0	0	0
AT5G18270_AT2G28630	0	5.18	2.23	0	0	0	0	0	0
AT5G18270_AT2G30490	0	6.58	3.06	0	0	0	0	3.19297397640694	1
AT5G18270_AT2G34710	0	7.2	7.29	1041	0	0	0	0	1
AT5G18270_AT2G35300	0	0	0	0	0	0	0	0	0
AT5G18270_AT2G42190	0	5.91	2.29	428	0	0	0	0	0
AT5G18270_AT2G46960	0	7.35	3.47	970	0	0	0	0	0
AT5G18270_AT3G26220	0	5.85	2.9	2663	0	0	0.00532568522763894	0	0
AT5G18270_AT3G28110	0	6.43	3.09	0	0	0	0	0	0
AT5G18270_AT3G59030	0	5.94	4.97	2330	0	0	0.00677702988269509	0	0
AT5G18270_AT3G59415	0	0	0	0	0	0	0	0	0
AT5G18270_AT4G23750	0	6.62	5.01	368	0	0	0	0	0
AT5G18270_AT4G27710	0	6.29	2.31	0	0	0	0	0	0
AT5G18270_AT4G29130	0	6.68	2.67	21	0	0	0	0	0
AT5G18270_AT4G36250	0	6.85	4.73	0	0	0	0.0114343512543151	0	0
AT5G18270_AT5G23210	0	5.08	1.5	0	0	0	0	0	0
AT5G18270_AT5G45340	0	10.5	6.73	0	0	0	0	0	0
AT5G18270_AT5G48930	0	0	0	0	0	0	0	0	1
AT5G18270_AT5G57090	0.672136	9.16	5.25	872	0	0	0.0117405498694381	0	0
AT5G18270_AT5G61850	0	5.74	1.96	13	0	0	0	0	0
AT5G18270_AT5G62150	0	0	0	0	0	0	0	0	0
AT5G18270_AT5G65430	0	6.92	5.11	2915	0	0	0	0	0
AT5G18560_AT1G29400	0	5.81	2.65	0	0	0	0	0	0
AT5G18560_AT1G29510	0	0	0	0	0	0	0	0	0
AT5G18560_AT1G73230	0	6.23	2.23	48	0	0	0	0	0
AT5G18560_AT2G19450	0	5.97	2.62	108	0	0	0	0	0
AT5G18560_AT2G22030	0	5.15	1.85	0	0	0	0	0	0
AT5G18560_AT2G40900	0.654017	0	0	0	0	0	0.0349324646891832	0	0
AT5G18560_AT2G45900	0	5.43	2.3	1767	0	0	0	0	0
AT5G18560_AT3G08500	0	5.53	1.82	507	0	0	0	0	0
AT5G18560_AT3G17130	0	5.03	2.18	48	0	0	0	0	0
AT5G18560_AT3G22142	0	0	0	0	0	0	0.0102487366334217	0	0
AT5G18560_AT3G27390	0	5.12	1.83	0	0	0	0	0	0
AT5G18560_AT3G51490	0	6.65	2.9	0	0	0	0	0	0
AT5G18560_AT3G62630	0	7.37	4.72	0	0	0	0	0	0
AT5G18560_AT4G00305	0	0	0	0	0	0	0	0	0
AT5G18560_AT4G11320	0	6.68	3.32	142	0	0	0.00659813751645416	0	0
AT5G18560_AT4G12700	0	0	0	0	0	0	0	0	0
AT5G18560_AT4G26950	0	6.64	2.63	0	0	0	0	0	0
AT5G18560_AT4G36930	0	6.39	2.84	0	0	0	0	0	0
AT5G18560_AT4G39720	0	9.79	6.06	587	0	0	0.00810973734796722	0	0
AT5G18560_AT5G03690	0	8.48	4.36	0	0	0	0	0	0
AT5G18560_AT5G04480	0	6.48	3.08	0	0	0	0	0	0
AT5G18560_AT5G05113	0	6.32	2.35	0	0	0	0	0	0
AT5G18560_AT5G08185	0	0	0	0	0	0	0	0	0
AT5G18560_AT5G23090	0	5.11	1.99	1505	0	0	0	0	0
AT5G18560_AT5G48170	0	5.16	2.45	828	0	0	0	0	0
AT5G18560_AT5G51550	0	5.04	1.82	0	0	0	0	0	0
AT5G18560_AT5G59340	0	7.53	3.76	0	0	0	0	0	0
AT5G18560_AT5G61850	0	5	2.16	0	0	0	0	0	1
AT5G18560_AT5G66580	0	7.37	3.26	236	0	0	0	0	0
AT5G18560_AT5G66658	0	8.08	7.14	0	0	0	0	0	0
AT5G18830_AT1G18590	0	0	0	0	0	0	0	0	0
AT5G18830_AT1G23020	0	0	0	0	0	0	0	0	1
AT5G18830_AT1G25275	0.74896	0	0	0	0	0	0.0188100711261682	0	0
AT5G18830_AT1G30190	0	5.24	1.63	0	0	0	0	0	0
AT5G18830_AT1G49410	0	5.08	3.15	0	0	0	0	0	0
AT5G18830_AT1G52920	0	0	0	0	0	0	0	0	0
AT5G18830_AT1G75200	0	0	0	0	0	0	0	0	0
AT5G18830_AT1G75820	0	5.22	1.49	0	0	0	0	0	0
AT5G18830_AT1G76510	0	5.05	2.34	0	0	0	0	0	0
AT5G18830_AT1G78120	0	7.01	3.16	0	0	0	0.00563827872499651	3.25237769965352	0
AT5G18830_AT1G80440	0	5.23	1.76	0	0	0	0.0214634855554458	0	0
AT5G18830_AT2G17220	0	5.22	1.91	0	0	0	0	0	0
AT5G18830_AT2G21060	0	0	0	0	0	0	0	0	0
AT5G18830_AT2G27520	0	5.18	1.29	0	0	0	0	0	0
AT5G18830_AT2G30430	0	0	0	0	0	0	0	0	0
AT5G18830_AT2G43300	0	0	0	0	0	0	0	0	0
AT5G18830_AT2G45130	0	5.79	1.77	0	0	0	0	3.03627684958325	0
AT5G18830_AT3G09922	0	0	0	0	0	0	0	0	0
AT5G18830_AT3G19830	0	0	0	0	0	0	0	0	0
AT5G18830_AT3G20650	0	0	0	0	0	0	0	0	0
AT5G18830_AT3G46010	0	7.39	4	200	0	0	0	0	0
AT5G18830_AT3G46900	0	0	0	0	0	0	0	0	1
AT5G18830_AT3G56240	0	0	0	0	0	0	0	0	1
AT5G18830_AT4G00730	0.616403	6.49	2.72	0	0	0	0.015313359820873	0	0
AT5G18830_AT4G23810	0	0	0	0	0	0	0	0	0
AT5G18830_AT4G27710	0	5.35	2.06	0	0	0	0	0	0
AT5G18830_AT4G30260	0	5.23	1.61	0	0	0	0	0	0
AT5G18830_AT4G35783	0	0	0	0	0	0	0	0	0
AT5G18830_AT4G36760	0	0	0	0	0	0	0	0	0
AT5G18830_AT4G36890	0	5.21	1.71	0	0	0	0	0	0
AT5G18830_AT5G04020	0	0	0	0	0	0	0	0	0
AT5G18830_AT5G05965	0	0	0	0	0	0	0	0	0
AT5G18830_AT5G05970	0	5.63	3.22	0	0	0	0	0	0
AT5G18830_AT5G12080	0	0	0	0	0	0	0	0	0
AT5G18830_AT5G13400	0	5.56	2.51	0	0	0	0	3.25237769965352	0
AT5G18830_AT5G15630	0	5.78	2.21	0	0	0	0	0	0
AT5G18830_AT5G15960	0	7.63	3.62	0	0	0	0.0642298960793676	0	0
AT5G18830_AT5G17070	0	5.2	1.31	0	0	0	0	0	0
AT5G18830_AT5G24380	0	0	0	0	0	0	0.0193968570447073	0	1
AT5G18830_AT5G45100	0	5.87	2.07	1126	0	0	0	0	0
AT5G18830_AT5G47560	0	5.82	1.99	268	0	0	0	0	0
AT5G18830_AT5G54640	0	7.5	3.86	0	0	0	0	0	0
AT5G18830_AT5G58880	0	6.27	2.45	0	0	0	0	0	0
AT5G18830_AT5G59030	0	0	0	0	0	0	0	0	1
AT5G18830_AT5G59520	0	5.33	2	0	0	0	0	3.25237769965352	1
AT5G18830_AT5G66590	0	5.37	1.66	0	0	0	0	0	0
AT5G18830_AT5G67300	0	0	0	0	0	0	0	0	0
AT5G20240_AT1G01710	0	0	0	0	0	0	0	0	0
AT5G20240_AT1G18330	0	0	0	0	0	6.05599	0	0	0
AT5G20240_AT1G20090	0	0	0	0	0	0	0	0	0
AT5G20240_AT1G25250	0	0	0	0	5	32.0546	0	0	0
AT5G20240_AT1G50160	0	0	0	0	0	0	0	0	0
AT5G20240_AT1G57990	0	0	0	0	0	0	0	0	1
AT5G20240_AT1G59660	0	0	0	0	0	0	0	0	0
AT5G20240_AT1G59940	0	0	0	0	0	0	0	0	0
AT5G20240_AT1G69120	0.845708	0	0	0	7	24.6982	0.175887258803395	0	1
AT5G20240_AT1G69180	0.73401	0	0	0	0	38.1941	0.0228180840934659	0	1
AT5G20240_AT1G69490	0	0	0	0	0	0	0	0	1
AT5G20240_AT2G06050	0	0	0	0	0	0	0	0	0
AT5G20240_AT2G15890	0	0	0	0	0	0	0	0	1
AT5G20240_AT2G23170	0	0	0	0	0	0	0	0	0
AT5G20240_AT2G25150	0	0	0	0	0	0	0	0	0
AT5G20240_AT2G29350	0	0	0	0	0	0	0.014431633163243	0	1
AT5G20240_AT2G30424	0	0	0	0	0	0	0.00528859236495304	0	0
AT5G20240_AT2G42830	0	0	0	0	0	10.1602	0.0241541303455398	0	0
AT5G20240_AT2G46090	0	0	0	0	0	0	0	0	0
AT5G20240_AT2G46620	0	0	0	0	0	1.59421	0	0	0
AT5G20240_AT3G17205	0	0	0	0	0	0	0	0	0
AT5G20240_AT3G17700	0	0	0	0	0	0	0	0	0
AT5G20240_AT3G23130	0.764403	0	0	0	0	9.40266	0.0650200805330751	0	1
AT5G20240_AT3G44750	0	0	0	0	0	0	0	0	0
AT5G20240_AT3G45140	0	0	0	0	0	0	0	0	0
AT5G20240_AT3G45610	0	0	0	0	0	0	0	0	0
AT5G20240_AT3G51810	0	0	0	0	0	0	0	0	0
AT5G20240_AT3G54340	0.795892	0	0	0	8	26.1015	0.054943785307469	0	1
AT5G20240_AT3G55280	0	0	0	0	0	0	0	0	0
AT5G20240_AT3G60620	0	0	0	0	0	0	0	0	0
AT5G20240_AT4G15230	0	0	0	0	0	0	0	0	0
AT5G20240_AT4G15480	0	0	0	0	0	3.24242	0.00693368253439198	0	0
AT5G20240_AT4G17500	0	0	0	0	0	0	0	0	0
AT5G20240_AT4G26150	0	0	0	0	0	0	0	0	1
AT5G20240_AT4G29130	0	0	0	0	0	5.70081	0	0	1
AT5G20240_AT4G29150	0	0	0	0	0	12.345	0	0	0
AT5G20240_AT4G30270	0	0	0	0	0	14.4016	0	0	1
AT5G20240_AT4G35770	0	0	0	0	0	0	0	0	1
AT5G20240_AT5G03150	0	0	0	0	0	20.9748	0	0	0
AT5G20240_AT5G03230	0	0	0	0	0	0	0	0	0
AT5G20240_AT5G03790	0	0	0	0	0	11.0975	0	0	0
AT5G20240_AT5G12870	0	0	0	0	0	0	0	0	0
AT5G20240_AT5G15175	0	0	0	0	0	0	0	0	0
AT5G20240_AT5G17710	0	0	0	0	2	0	0	0	0
AT5G20240_AT5G20240	0	0	0	0	0	7.05198	0	0	1
AT5G20240_AT5G25250	0	0	0	0	0	0	0	0	0
AT5G20240_AT5G26340	0	0	0	0	0	0	0	0	1
AT5G20240_AT5G43790	0	0	0	0	0	0	0	0	0
AT5G20240_AT5G43930	0	0	0	0	0	5.43285	0	0	0
AT5G20240_AT5G44130	0	0	0	0	0	0	0	0	0
AT5G20240_AT5G53310	0	0	0	0	0	0	0	0	0
AT5G20240_AT5G56860	0	0	0	0	0	35.1882	0	0	1
AT5G20240_AT5G61997	0	0	0	0	0	10.4527	0	0	0
AT5G20240_AT5G64260	0	0	0	0	7	5.66784	0	0	0
AT5G20240_AT5G66690	0	0	0	0	0	0	0	0	0
AT5G20730_AT1G04240	0	5.07	2.7	58	0	0	0	3.61927514697827	1
AT5G20730_AT1G07550	0	0	0	0	0	0	0	0	0
AT5G20730_AT1G18500	0	0	0	0	0	0	0	0	0
AT5G20730_AT1G19220	0	0	0	0	0	0	0	0	1
AT5G20730_AT1G19660	0	5.97	1.86	0	0	0	0	0	0
AT5G20730_AT1G19880	0	0	0	0	0	0	0	0	0
AT5G20730_AT1G20510	0	0	0	0	0	0	0	0	0
AT5G20730_AT1G27600	0	5.25	1.83	0	0	0	0	0	0
AT5G20730_AT1G48090	0	5.91	2.26	0	0	0	0	0	0
AT5G20730_AT1G56240	0	0	0	0	0	0	0	0	0
AT5G20730_AT1G59640	0	6.25	2.53	0	0	0	0	0	0
AT5G20730_AT1G62300	0	6.38	3.47	0	4	0	0.0169777933929541	0	0
AT5G20730_AT1G65810	0	5.7	1.86	0	0	0	0	0	0
AT5G20730_AT1G72630	0	5.74	2.88	1110	0	0	0	0	0
AT5G20730_AT2G03440	0	5.05	1.17	0	3	0	0.0378748314801714	3.24890882293567	0
AT5G20730_AT2G19190	0	5.37	1.77	721	0	0	0.0506336734925607	0	0
AT5G20730_AT2G25070	0	0	0	0	0	0	0	0	0
AT5G20730_AT2G27820	0	0	0	0	0	0	0	0	0
AT5G20730_AT2G42430	0	5.07	1.2	0	0	0	0	0	1
AT5G20730_AT2G45420	0	5.9	1.86	0	0	0	0	0	1
AT5G20730_AT3G15540	0	6.24	2.14	0	0	0	0.00803291681160748	3.61927514697827	1
AT5G20730_AT3G15670	0	0	0	0	0	0	0	0	0
AT5G20730_AT3G19184	0	5.56	1.52	0	0	0	0	0	0
AT5G20730_AT3G20840	0	6.03	2.49	0	0	0	0	0	1
AT5G20730_AT3G23171	0	5.46	1.83	0	0	0	0	0	0
AT5G20730_AT3G24500	0	5.68	2.62	0	0	0	0	0	0
AT5G20730_AT3G25710	0	5.48	2.14	0	0	0	0	0	0
AT5G20730_AT3G47650	0	6.39	2.33	0	0	0	0	0	0
AT5G20730_AT3G50340	0	0	0	0	0	0	0	0	1
AT5G20730_AT3G51940	0	0	0	0	0	0	0	0	0
AT5G20730_AT3G53990	0	5.98	2.22	114	0	0	0	0	0
AT5G20730_AT3G56240	0	0	0	0	0	0	0	0	0
AT5G20730_AT3G58190	0	0	0	0	0	0	0	0	1
AT5G20730_AT3G62720	0	5.26	1.8	993	0	0	0	0	0
AT5G20730_AT4G00300	0	0	0	0	0	0	0.00923189926978004	0	0
AT5G20730_AT4G14090	0	0	0	0	0	0	0	0	0
AT5G20730_AT4G14550	0	0	0	0	0	0	0	0	1
AT5G20730_AT4G14560	0	5.07	2.37	0	0	0	0	3.61927514697827	1
AT5G20730_AT4G18650	0	6.01	2.76	1934	0	0	0.0091885526287592	0	0
AT5G20730_AT4G19120	0	5.84	2.68	647	0	0	0	3.61927514697827	0
AT5G20730_AT4G20740	0	0	0	0	0	0	0	0	0
AT5G20730_AT4G27260	0	5.04	2.19	3896	0	0	0	0	1
AT5G20730_AT4G36850	0	0	0	0	0	0	0	0	0
AT5G20730_AT4G37390	0	5.57	1.64	0	0	0	0	0	1
